filename	adopted	source_url	retrieved_at	raw_bytes	bytes
rule_10b18_repurchase_safe_harbour.txt	1982-11-17	https://www.law.cornell.edu/cfr/text/17/240.10b-18	2026-08-27T19:58:27Z	72860	15410
regulation_m_rule101.txt	1997-03-04	https://www.law.cornell.edu/cfr/text/17/242.101	2026-08-27T19:58:28Z	45798	6467
regulation_m_rule102.txt	1997-03-04	https://www.law.cornell.edu/cfr/text/17/242.102	2026-08-27T19:58:29Z	47404	6683
regulation_m_rule104.txt	1997-03-04	https://www.law.cornell.edu/cfr/text/17/242.104	2026-08-27T19:58:30Z	60468	11493
item703_issuer_repurchases.txt	2003-03-28	https://www.law.cornell.edu/cfr/text/17/229.703	2026-08-27T19:58:31Z	34392	3432
