filename	adopted	source_url	retrieved_at	raw_bytes	bytes
exchange_act_section13.txt	1968-07-29	https://www.law.cornell.edu/uscode/text/15/78m	2026-08-27T19:58:19Z	386511	100006
rule_13d1_filing.txt	1978-01-01	https://www.law.cornell.edu/cfr/text/17/240.13d-1	2026-08-27T19:58:20Z	62375	13810
rule_13d2_amendments.txt	1978-01-01	https://www.law.cornell.edu/cfr/text/17/240.13d-2	2026-08-27T19:58:21Z	38263	5187
rule_13d3_beneficial_owner.txt	1978-01-01	https://www.law.cornell.edu/cfr/text/17/240.13d-3	2026-08-27T19:58:22Z	41092	5867
rule_13d5_acquisition_of_securities.txt	1978-01-01	https://www.law.cornell.edu/cfr/text/17/240.13d-5	2026-08-27T19:58:23Z	33551	3326
schedule_13d_items.txt	1978-01-01	https://www.law.cornell.edu/cfr/text/17/240.13d-101	2026-08-27T19:58:25Z	79376	20482
schedule_13g_items.txt	1978-01-01	https://www.law.cornell.edu/cfr/text/17/240.13d-102	2026-08-27T19:58:26Z	67639	15797
rule_13f1_institutional_managers.txt	1978-01-01	https://www.law.cornell.edu/cfr/text/17/240.13f-1	2026-08-27T19:58:26Z	35085	3304
